6883
70	70	218	314	
50	106	176	418	
56	130	154	298	
54	162	274	162	
54	142	276	162	
48	162	262	186	
56	94	164	370	
48	106	186	346	
62	174	278	138	
54	86	188	394	
52	178	284	154	
54	158	306	146	
48	94	208	402	
80	222	104	250	
42	190	234	234	
52	142	148	306	
52	158	236	194	
78	86	258	194	
84	106	110	378	
56	126	266	170	
86	90	112	426	
74	182	284	114	
98	102	104	394	
34	190	236	282	
44	210	224	210	
98	186	176	162	
74	86	266	202	
50	166	236	194	
58	130	134	314	
82	102	198	218	
64	186	142	242	
44	94	234	402	
76	98	138	346	
52	126	192	258	
52	114	216	258	
48	206	262	178	
52	158	144	314	
58	150	280	154	
54	106	210	266	
76	146	152	226	
48	214	212	210	
44	122	232	290	
42	166	174	298	
90	158	222	130	
86	150	238	138	
68	138	172	218	
90	122	288	130	
66	170	220	170	
98	118	122	314	
90	110	120	330	
94	110	126	314	
64	166	322	114	
74	230	106	266	
48	150	144	322	
52	138	150	314	
48	86	218	394	
46	210	238	202	
54	150	272	170	
88	162	178	170	
52	170	202	218	
50	146	124	370	
68	142	124	306	
46	206	168	266	
60	98	152	354	
58	190	332	122	
42	218	238	226	
88	214	94	274	
92	214	100	258	
62	138	236	178	
48	94	210	346	
78	130	152	242	
36	218	236	250	
56	142	296	154	
92	122	218	170	
58	146	160	266	
42	150	290	218	
42	138	314	218	
72	86	156	346	
60	114	142	322	
50	146	266	194	
60	122	236	186	
44	122	236	274	
68	62	228	394	
58	106	204	258	
112	98	128	338	
64	146	278	146	
96	258	118	202	
68	186	148	226	
60	166	150	250	
64	166	156	234	
50	142	294	170	
46	138	266	226	
70	198	158	202	
76	114	206	210	
94	118	120	322	
64	66	200	410	
80	118	140	290	
92	130	132	274	
42	214	194	258	
78	86	314	178	
72	222	108	266	
50	162	142	314	
66	106	184	250	
70	106	190	234	
58	106	176	290	
100	118	138	274	
110	130	128	266	
106	130	122	282	
78	134	134	274	
56	162	140	290	
64	66	248	362	
94	206	176	162	
66	146	314	122	
40	182	166	306	
54	126	202	234	
54	126	278	178	
56	130	252	186	
52	110	286	202	
44	106	320	258	
74	74	186	346	
64	198	206	178	
98	142	256	122	
66	122	206	210	
54	114	302	178	
62	114	194	234	
46	182	248	194	
48	186	222	202	
46	178	178	258	
62	146	200	202	
96	138	270	122	
44	138	160	370	
90	50	308	322	
48	110	280	234	
52	98	286	226	
74	174	130	234	
70	90	186	282	
64	130	232	186	
80	186	128	226	
56	198	320	122	
64	102	130	386	
44	178	220	234	
40	202	222	242	
40	134	252	274	
74	110	248	178	
60	110	228	210	
58	114	144	346	
60	98	252	210	
42	138	236	274	
74	142	252	138	
68	78	248	250	
52	106	254	242	
60	106	158	314	
76	190	140	218	
80	198	136	218	
96	58	210	330	
94	118	104	362	
52	106	200	290	
54	94	190	314	
80	142	196	178	
72	114	136	322	
56	158	132	298	
90	86	118	426	
78	78	232	226	
44	206	284	178	
62	162	288	138	
50	110	234	266	
44	138	248	242	
66	170	296	122	
48	206	170	258	
50	178	170	258	
36	154	286	258	
78	66	162	394	
52	162	152	282	
60	94	258	202	
100	138	144	234	
42	202	180	266	
46	166	204	234	
62	162	220	178	
82	102	112	378	
104	166	168	178	
50	138	356	162	
76	146	180	186	
72	150	210	170	
66	182	126	258	
68	62	234	386	
58	154	232	178	
84	90	186	266	
52	122	184	266	
62	130	162	258	
72	170	164	210	
56	146	200	210	
86	262	152	194	
68	138	146	258	
40	166	192	290	
56	78	198	378	
46	146	264	218	
42	158	258	226	
102	198	80	402	
44	198	232	218	
68	110	190	242	
76	86	120	474	
90	126	228	162	
90	154	216	146	
68	110	320	154	
86	66	230	266	
64	94	210	250	
74	202	110	266	
110	250	320	82	
60	138	274	162	
92	126	224	154	
102	138	214	146	
110	94	122	370	
56	110	154	346	
62	82	170	362	
58	86	200	346	
92	50	284	338	
84	130	168	218	
90	118	114	338	
48	126	184	282	
72	162	170	202	
64	78	220	282	
54	118	144	362	
84	70	154	378	
100	170	212	122	
96	154	236	122	
